Gene	numberofposfactors	txids	interpolyAdist
ENSG00000105829.11	2	ENST00000425626.1_ENST00000457139.5,ENST00000433727.5,ENST00000222547.7	2789
ENSG00000164692.17	2	ENST00000620463.1_ENST00000297268.10	529
ENSG00000127990.16	11	ENST00000643903.1_ENST00000643128.1_ENST00000645109.1_ENST00000415788.3_ENST00000643193.1_ENST00000646879.1_ENST00000647018.1_ENST00000644682.1,ENST00000646119.1,ENST00000646265.1_ENST00000647110.1,ENST00000645445.1,ENST00000645262.1,ENST00000642394.1,ENST00000646943.1,ENST00000642707.1,ENST00000645101.1,ENST00000644609.1,ENST00000643272.1,ENST00000646137.1,ENST00000646098.1,ENST00000644551.1,ENST00000644122.1,ENST00000644375.1,ENST00000645535.1,ENST00000644681.1_ENST00000645804.1,ENST00000522045.5,ENST00000643160.1,ENST00000645725.1,ENST00000646489.1,ENST00000642933.1,ENST00000445866.7,ENST00000437425.7,ENST00000447873.6,ENST00000644816.1,ENST00000265735.12_ENST00000647351.1	NA
ENSG00000242265.5	2	ENST00000488574.5,ENST00000612748.1_ENST00000612941.1,ENST00000615790.4,ENST00000617526.4,ENST00000482108.1	3997
ENSG00000158528.11	3	ENST00000424654.5,ENST00000289495.7_ENST00000433360.5_ENST00000433881.5,ENST00000340694.8,ENST00000456331.6	NA
ENSG00000005981.12	2	ENST00000428113.5_ENST00000325885.5	11431
ENSG00000158560.14	5	ENST00000413338.5_ENST00000457059.2_ENST00000324972.10,ENST00000359388.8,ENST00000437599.5,ENST00000447467.6_ENST00000537881.5_ENST00000630942.2	NA
ENSG00000127922.9	7	ENST00000248566.3_ENST00000413065.5_ENST00000488005.5_ENST00000444799.5_ENST00000623498.3_ENST00000623693.3_ENST00000356686.2,ENST00000615352.4	NA
ENSG00000006377.10	2	ENST00000555308.1_ENST00000518156.2	985
ENSG00000105880.5	2	ENST00000486603.2_ENST00000222598.5	1586
ENSG00000196636.7	2	ENST00000360382.4_ENST00000432641.2	276
ENSG00000006128.11	2	ENST00000350485.8_ENST00000346867.4,ENST00000319273.9	34
ENSG00000070669.16	2	ENST00000444334.5_ENST00000437628.5,ENST00000394309.7,ENST00000455086.5,ENST00000422745.5,ENST00000394308.7,ENST00000175506.8	86
ENSG00000164713.9	2	ENST00000297290.3_ENST00000539286.5	1439
ENSG00000166448.14	2	ENST00000345589.4_ENST00000450876.5,ENST00000416379.6,ENST00000339375.8	369
ENSG00000130429.13	2	ENST00000431816.6,ENST00000458033.6,ENST00000455009.6_ENST00000451682.5,ENST00000427217.6,ENST00000443222.6,ENST00000645391.1,ENST00000252725.10,ENST00000646101.1	82
ENSG00000160917.14	3	ENST00000441580.5_ENST00000436336.6_ENST00000292476.9,ENST00000451876.5	NA
ENSG00000198556.13	4	ENST00000379724.3,ENST00000483089.5_ENST00000448667.5_ENST00000331410.9_ENST00000493485.5	NA
ENSG00000196652.11	3	ENST00000451158.5_ENST00000326775.9_ENST00000394170.6	NA
ENSG00000197343.10	4	ENST00000357864.6,ENST00000320583.9,ENST00000440391.5_ENST00000493277.5_ENST00000252713.8_ENST00000425063.5,ENST00000424881.5,ENST00000394163.2	NA
ENSG00000244219.6	2	ENST00000453227.5_ENST00000431679.5	51
ENSG00000197037.10	2	ENST00000262941.7_ENST00000334715.7,ENST00000394152.6	2136
ENSG00000106258.14	2	ENST00000439761.2_ENST00000222982.8,ENST00000339843.6	23022
ENSG00000160870.13	2	ENST00000336374.3_ENST00000620220.4	20087
ENSG00000160868.14	2	ENST00000336411.6_ENST00000354593.6	716
ENSG00000021461.16	3	ENST00000222382.5,ENST00000312017.9,ENST00000417625.5_ENST00000415413.5,ENST00000444905.5_ENST00000354829.6,ENST00000342499.8	NA
ENSG00000146833.15	2	ENST00000354241.5_ENST00000355947.6,ENST00000349062.6	10753
ENSG00000106261.16	2	ENST00000426572.5_ENST00000535170.5,ENST00000620510.1,ENST00000324306.10	7418
ENSG00000166526.16	2	ENST00000303915.10,ENST00000299667.8,ENST00000424697.5_ENST00000413658.6	5939
ENSG00000168090.9	2	ENST00000418625.5_ENST00000303904.7	295
ENSG00000166508.17	2	ENST00000303887.9,ENST00000343023.10_ENST00000354230.7,ENST00000621318.4	51
ENSG00000221838.9	4	ENST00000445295.1,ENST00000422582.5_ENST00000429084.5,ENST00000359593.8_ENST00000421755.5_ENST00000450807.5	NA
ENSG00000106290.14	2	ENST00000437822.6_ENST00000472509.5,ENST00000344095.8,ENST00000452041.5,ENST00000453269.6	98
ENSG00000188186.10	3	ENST00000441173.1_ENST00000341942.9,ENST00000460732.5,ENST00000473459.5,ENST00000474141.5,ENST00000488241.5,ENST00000468582.5_ENST00000490633.1	NA
ENSG00000197093.10	3	ENST00000411994.1_ENST00000423751.2_ENST00000413800.5,ENST00000360039.8	NA
ENSG00000239521.7	2	ENST00000454084.5_ENST00000436886.6	1660
ENSG00000121716.20	2	ENST00000609309.2_ENST00000448382.5,ENST00000452089.5	335
ENSG00000085514.15	2	ENST00000394000.6_ENST00000350573.2,ENST00000453419.5,ENST00000198536.6	71
ENSG00000078487.17	2	ENST00000471336.1_ENST00000490721.5,ENST00000360951.8,ENST00000398027.6	241
ENSG00000166924.8	2	ENST00000454988.1_ENST00000300179.6	477
ENSG00000106351.12	2	ENST00000429987.1_ENST00000300176.8	2971
ENSG00000205307.11	2	ENST00000614631.4_ENST00000538735.5,ENST00000622764.2	28
ENSG00000077454.15	3	ENST00000497245.2_ENST00000619071.4,ENST00000310300.10_ENST00000485554.5	NA
ENSG00000106336.12	3	ENST00000465843.5_ENST00000468962.5_ENST00000241071.10,ENST00000427939.2	NA
ENSG00000106330.11	2	ENST00000223054.8_ENST00000379527.6,ENST00000393950.6,ENST00000424091.2	58
ENSG00000146828.17	2	ENST00000415287.5,ENST00000540482.5_ENST00000354161.7	1470
ENSG00000087077.13	2	ENST00000619988.4_ENST00000200457.8	151
ENSG00000087085.14	2	ENST00000411582.2_ENST00000412389.5,ENST00000241069.10,ENST00000419336.6,ENST00000302913.8,ENST00000428317.6	722
ENSG00000169894.17	2	ENST00000483366.5_ENST00000379458.8	1038
ENSG00000106367.14	2	ENST00000646560.1_ENST00000337619.10	450
ENSG00000167011.8	3	ENST00000443096.1_ENST00000455377.5_ENST00000300303.6	NA
ENSG00000106384.10	2	ENST00000440203.6,ENST00000379423.3_ENST00000223114.8	890
ENSG00000128581.15	5	ENST00000437644.2_ENST00000498704.6_ENST00000315322.8_ENST00000517481.5_ENST00000621899.4	NA
ENSG00000257923.10	5	ENST00000465461.7_ENST00000549414.6,ENST00000550008.6,ENST00000556210.1_ENST00000292535.11,ENST00000360264.7,ENST00000546411.7,ENST00000645010.1,ENST00000646649.1_ENST00000393824.7_ENST00000425244.6,ENST00000547394.6,ENST00000292538.9,ENST00000437600.9,ENST00000622516.5	NA
ENSG00000128563.13	2	ENST00000462601.5_ENST00000397912.3,ENST00000496391.5	1135
ENSG00000160991.15	3	ENST00000403646.7,ENST00000473939.1_ENST00000478730.6_ENST00000356387.6,ENST00000611770.4	NA
ENSG00000005075.15	2	ENST00000393794.4_ENST00000292614.9	820
ENSG00000170667.14	2	ENST00000306682.6_ENST00000541662.5,ENST00000465829.5	418
ENSG00000205238.9	2	ENST00000432940.5_ENST00000341656.4	1133
ENSG00000285437.1	4	ENST00000513438.1_ENST00000621093.4_ENST00000613744.4_ENST00000511313.5	NA
ENSG00000105808.17	4	ENST00000462172.5_ENST00000461209.5,ENST00000449970.6_ENST00000262940.11_ENST00000538869.2	NA
ENSG00000173678.14	2	ENST00000436228.6_ENST00000455020.2	1133
ENSG00000228049.7	2	ENST00000333432.8_ENST00000358438.6	763
ENSG00000222011.8	2	ENST00000413034.2_ENST00000409231.7	438
ENSG00000161040.16	2	ENST00000455112.6_ENST00000436908.5,ENST00000313221.8,ENST00000456695.5,ENST00000379305.7,ENST00000379308.7	39
ENSG00000170632.13	2	ENST00000431642.1_ENST00000425331.5,ENST00000541300.5,ENST00000428183.6,ENST00000441711.6,ENST00000454559.5,ENST00000323716.7	1081
ENSG00000161048.11	3	ENST00000427257.5_ENST00000465647.5_ENST00000417955.5,ENST00000341533.8	NA
ENSG00000105819.13	2	ENST00000428154.5_ENST00000249269.8	820
ENSG00000105821.14	3	ENST00000412522.1_ENST00000379263.7_ENST00000249270.11	NA
ENSG00000161057.11	2	ENST00000640277.1_ENST00000292644.4,ENST00000435765.5	1187
ENSG00000170615.14	4	ENST00000393723.2,ENST00000393727.5_ENST00000393729.5_ENST00000393730.5,ENST00000306312.7,ENST00000354356.8,ENST00000432958.6_ENST00000339444.10,ENST00000356767.8,ENST00000393735.6	NA
ENSG00000189056.13	2	ENST00000429186.1_ENST00000343529.9,ENST00000424685.2,ENST00000428762.5	446
ENSG00000164815.10	2	ENST00000447452.6_ENST00000297431.8	41653
ENSG00000187416.11	2	ENST00000401970.2_ENST00000424859.5	478
ENSG00000005483.20	3	ENST00000476671.5_ENST00000479838.2_ENST00000257745.8,ENST00000311117.7	NA
ENSG00000135250.16	4	ENST00000474770.1_ENST00000489828.5_ENST00000477925.5_ENST00000357311.7,ENST00000393651.7	NA
ENSG00000091127.13	2	ENST00000469408.5_ENST00000356362.6	1148
ENSG00000185055.10	5	ENST00000460135.1_ENST00000490493.1_ENST00000486180.5_ENST00000485614.5_ENST00000480514.5,ENST00000469099.5	NA
ENSG00000146776.14	4	ENST00000478915.1_ENST00000318724.8_ENST00000484475.5_ENST00000419735.7	NA
ENSG00000128536.15	2	ENST00000478080.5_ENST00000317716.13,ENST00000466045.1	958
ENSG00000008282.8	3	ENST00000470347.1_ENST00000464029.5_ENST00000455385.6,ENST00000011473.6	NA
ENSG00000105835.11	2	ENST00000354289.8_ENST00000222553.7	13216
ENSG00000105851.10	2	ENST00000440650.6_ENST00000496166.5,ENST00000359195.3	1324
ENSG00000105856.13	4	ENST00000498408.1_ENST00000607681.1_ENST00000485846.5_ENST00000468410.5,ENST00000222574.8	NA
ENSG00000164597.13	3	ENST00000393603.6_ENST00000297135.7_ENST00000347053.7	NA
ENSG00000075790.10	7	ENST00000436699.2_ENST00000465919.5_ENST00000445771.6_ENST00000379117.6_ENST00000005259.8_ENST00000491150.5_ENST00000379119.6	NA
ENSG00000091137.12	2	ENST00000644269.1_ENST00000265715.7	27
ENSG00000105879.11	3	ENST00000415884.6_ENST00000222597.6_ENST00000440859.7	NA
ENSG00000091140.13	3	ENST00000437604.6_ENST00000440410.5_ENST00000205402.9	NA
ENSG00000091136.13	2	ENST00000393560.5_ENST00000393561.5,ENST00000222399.10	35688
ENSG00000091128.12	3	ENST00000418464.1_ENST00000422975.1_ENST00000205386.8,ENST00000388781.7	NA
ENSG00000091129.19	5	ENST00000613830.4_ENST00000379022.8,ENST00000425651.6_ENST00000379024.8_ENST00000351718.8_ENST00000379028.7,ENST00000413765.6	NA
ENSG00000135241.16	4	ENST00000436062.5_ENST00000422087.5,ENST00000453144.5_ENST00000257694.12_ENST00000426128.6	NA
ENSG00000177683.13	3	ENST00000438865.1_ENST00000313516.5_ENST00000415914.3	NA
ENSG00000184903.9	4	ENST00000437687.2_ENST00000447215.5_ENST00000450877.5,ENST00000452895.5_ENST00000405709.6,ENST00000331762.7	NA
ENSG00000173114.12	2	ENST00000308478.9_ENST00000451085.5,ENST00000422987.3	522
ENSG00000128512.20	4	ENST00000445943.5_ENST00000437633.5_ENST00000428084.5_ENST00000423057.6	NA
ENSG00000198839.9	4	ENST00000421043.5_ENST00000450657.1_ENST00000421864.2_ENST00000361822.7	NA
ENSG00000006652.13	4	ENST00000429071.5_ENST00000403825.7_ENST00000535603.5,ENST00000621379.4_ENST00000462155.2	NA
ENSG00000181016.9	2	ENST00000439068.6_ENST00000312849.4	914
ENSG00000146802.12	4	ENST00000418785.5_ENST00000447395.5_ENST00000454074.5_ENST00000312814.10	NA
ENSG00000164603.11	2	ENST00000432572.1_ENST00000297145.8	2490
ENSG00000164604.12	3	ENST00000449591.1_ENST00000424100.1_ENST00000297146.7	NA
ENSG00000214194.8	2	ENST00000441359.1_ENST00000397764.7	143
ENSG00000128573.24	10	ENST00000462331.5_ENST00000378237.7_ENST00000360232.8,ENST00000390668.3_ENST00000393489.7_ENST00000635638.1_ENST00000350908.8_ENST00000393498.6,ENST00000393494.6_ENST00000634411.1_ENST00000635534.1_ENST00000393491.7,ENST00000403559.8,ENST00000408937.7	NA
ENSG00000135272.10	4	ENST00000423503.1,ENST00000448022.1_ENST00000427207.5_ENST00000614186.5_ENST00000257724.7,ENST00000393486.5	NA
ENSG00000105967.15	3	ENST00000484212.5_ENST00000393485.5_ENST00000457268.5,ENST00000265440.11,ENST00000320239.11	NA
ENSG00000135269.17	2	ENST00000393484.2_ENST00000358204.8,ENST00000393481.6	6045
ENSG00000105971.14	3	ENST00000393480.3_ENST00000343213.2_ENST00000222693.4	NA
ENSG00000105974.11	3	ENST00000393470.1_ENST00000393468.1_ENST00000341049.6,ENST00000393467.1,ENST00000405348.5,ENST00000614113.4	NA
ENSG00000105976.14	3	ENST00000422097.1_ENST00000318493.10_ENST00000397752.7	NA
ENSG00000198898.13	2	ENST00000490693.5_ENST00000361183.7	17295
ENSG00000004866.20	3	ENST00000465133.5_ENST00000265437.9_ENST00000393446.6,ENST00000323984.7,ENST00000393443.5,ENST00000393444.7,ENST00000393447.8,ENST00000393449.5,ENST00000393451.7,ENST00000422922.5,ENST00000432298.5	NA
ENSG00000001626.14	2	ENST00000468795.1_ENST00000003084.10	40755
ENSG00000077063.10	3	ENST00000416239.1_ENST00000446636.5_ENST00000160373.7	NA
ENSG00000128534.7	2	ENST00000424702.1,ENST00000422760.1_ENST00000249299.6	660
ENSG00000106013.14	2	ENST00000477532.5_ENST00000265224.8,ENST00000417525.5	2705
ENSG00000106025.8	2	ENST00000415871.5_ENST00000222747.7	1054
ENSG00000071243.15	3	ENST00000445699.5,ENST00000339121.9_ENST00000431467.1_ENST00000315870.9	NA
ENSG00000106034.17	3	ENST00000450913.6_ENST00000423795.5_ENST00000310396.9	NA
ENSG00000002745.12	2	ENST00000361301.6_ENST00000222462.2	1646
ENSG00000106278.11	2	ENST00000449182.1_ENST00000393386.6	675
ENSG00000008311.14	2	ENST00000417368.6_ENST00000393376.5	109
ENSG00000128610.11	2	ENST00000427185.2_ENST00000442488.6	575
ENSG00000081803.15	5	ENST00000397721.4_ENST00000449022.6_ENST00000412584.6_ENST00000462699.5_ENST00000313070.11,ENST00000334010.11,ENST00000615869.4	NA
ENSG00000081800.8	2	ENST00000539873.1_ENST00000194130.6	1844
ENSG00000128609.14	3	ENST00000378795.8_ENST00000611607.4,ENST00000618945.4,ENST00000355749.6_ENST00000471770.5	NA
ENSG00000146809.12	3	ENST00000540573.5_ENST00000434204.5,ENST00000275699.4,ENST00000451215.5_ENST00000451558.5	NA
ENSG00000170807.11	2	ENST00000456238.2_ENST00000458573.2	702
ENSG00000106302.9	2	ENST00000476325.5_ENST00000223026.8	293
ENSG00000106304.15	3	ENST00000223028.11,ENST00000439500.5,ENST00000460182.5_ENST00000402183.3_ENST00000340011.9	NA
ENSG00000128513.14	4	ENST00000487564.1_ENST00000610141.1_ENST00000608200.1_ENST00000436534.5,ENST00000357628.7,ENST00000393329.5	NA
ENSG00000179603.17	3	ENST00000465844.1_ENST00000444921.3_ENST00000358373.7,ENST00000339582.6	NA
ENSG00000048405.9	4	ENST00000619291.4_ENST00000393312.5_ENST00000265827.7_ENST00000393313.5	NA
ENSG00000106331.15	3	ENST00000463946.5_ENST00000378740.6_ENST00000341640.6,ENST00000639438.1	NA
ENSG00000106344.8	2	ENST00000415472.6_ENST00000223073.6	12795
ENSG00000224940.8	3	ENST00000535159.5_ENST00000480290.5_ENST00000489835.6,ENST00000446477.6	NA
ENSG00000106348.16	3	ENST00000480861.5_ENST00000470772.5_ENST00000496200.5,ENST00000419067.6,ENST00000348127.10,ENST00000354269.9,ENST00000338791.10,ENST00000626419.2	NA
ENSG00000135245.9	2	ENST00000435296.2_ENST00000257696.4	492
ENSG00000165055.15	4	ENST00000419443.1_ENST00000481392.1_ENST00000262432.12_ENST00000480046.5	NA
ENSG00000205085.11	2	ENST00000477515.3,ENST00000474069.6_ENST00000641605.1	4713
ENSG00000135248.15	2	ENST00000485070.5_ENST00000315184.9,ENST00000621392.4	132
ENSG00000128595.16	4	ENST00000479257.5_ENST00000449187.6_ENST00000249364.8,ENST00000535011.6,ENST00000542996.6_ENST00000493278.1	NA
ENSG00000135253.13	3	ENST00000620378.1_ENST00000613019.4_ENST00000610776.4	NA
ENSG00000128604.19	4	ENST00000357234.9,ENST00000477535.5_ENST00000619830.1_ENST00000473745.5_ENST00000489702.6,ENST00000249375.8,ENST00000402030.6	NA
ENSG00000064419.13	3	ENST00000471166.1_ENST00000482320.5,ENST00000471234.5_ENST00000265388.9,ENST00000627585.2	NA
ENSG00000158467.16	3	ENST00000490911.5_ENST00000474594.5,ENST00000466924.1_ENST00000325006.7,ENST00000446544.6	NA
ENSG00000128578.9	2	ENST00000435494.2_ENST00000249344.6	4768
ENSG00000106459.14	2	ENST00000223190.8,ENST00000311967.6_ENST00000353868.5,ENST00000393232.5,ENST00000393230.6	1067
ENSG00000186591.11	2	ENST00000473814.6_ENST00000355621.7	4205
ENSG00000091732.15	2	ENST00000481503.5_ENST00000360708.9,ENST00000311873.9,ENST00000358303.8	40
ENSG00000146842.16	2	ENST00000462753.5,ENST00000473456.5_ENST00000397622.6	1363
ENSG00000128510.10	2	ENST00000493259.5_ENST00000222482.8,ENST00000445470.6	1059
ENSG00000158525.15	2	ENST00000461828.5_ENST00000431780.6,ENST00000393213.7,ENST00000466363.6,ENST00000474905.5,ENST00000479492.1,ENST00000485477.5	133
ENSG00000091704.9	2	ENST00000011292.7_ENST00000484324.1	26
ENSG00000106477.18	3	ENST00000489512.5,ENST00000616628.1_ENST00000343969.9_ENST00000541543.5,ENST00000223208.9	NA
ENSG00000106484.15	4	ENST00000463263.1_ENST00000462132.6_ENST00000437945.6,ENST00000341441.9,ENST00000378576.9,ENST00000416162.7,ENST00000393187.5,ENST00000223215.9_ENST00000427521.6	NA
ENSG00000158623.14	2	ENST00000330992.8_ENST00000425248.5	40549
ENSG00000213265.8	2	ENST00000356588.7_ENST00000456951.5	279
ENSG00000128585.17	3	ENST00000429546.5_ENST00000421797.6_ENST00000352689.10	NA
ENSG00000221866.9	3	ENST00000378539.5_ENST00000423507.6_ENST00000321063.8,ENST00000359827.7	NA
ENSG00000106554.12	3	ENST00000481152.2_ENST00000448878.6_ENST00000262570.9	NA
ENSG00000131558.14	2	ENST00000393161.6_ENST00000253861.4	581562
ENSG00000155530.3	2	ENST00000645682.1_ENST00000285928.2	54335
ENSG00000205060.10	2	ENST00000470969.2_ENST00000378509.8	9977
ENSG00000122786.19	4	ENST00000422748.5,ENST00000424922.5,ENST00000495522.1_ENST00000361675.6_ENST00000361901.6_ENST00000393118.6	NA
ENSG00000146856.14	2	ENST00000436302.6_ENST00000435976.6	12185
ENSG00000122783.16	3	ENST00000483029.2_ENST00000430372.1_ENST00000620897.4,ENST00000617987.1,ENST00000424142.5,ENST00000393114.7	NA
ENSG00000080802.18	5	ENST00000315544.6_ENST00000428680.6_ENST00000414802.5_ENST00000361528.8_ENST00000356162.5,ENST00000423368.6,ENST00000451834.5,ENST00000541284.5	NA
ENSG00000189320.8	2	ENST00000415751.1_ENST00000338588.7	3957
ENSG00000105887.10	2	ENST00000435723.1_ENST00000393085.3	2698
ENSG00000181072.11	4	ENST00000320658.9_ENST00000453373.5_ENST00000401861.1_ENST00000445907.6	NA
ENSG00000157680.15	3	ENST00000614521.1_ENST00000288490.9,ENST00000424189.6,ENST00000446122.5_ENST00000453654.6	NA
ENSG00000182158.14	4	ENST00000458726.5,ENST00000452463.5_ENST00000456390.5_ENST00000620715.4_ENST00000616381.4,ENST00000330387.10	NA
ENSG00000122787.14	2	ENST00000432161.5_ENST00000242375.7,ENST00000411726.6	1073
ENSG00000122779.17	2	ENST00000415680.6_ENST00000343526.8	4408
ENSG00000105929.16	2	ENST00000353492.4_ENST00000644341.1,ENST00000478480.2,ENST00000393054.5,ENST00000645515.1,ENST00000310018.7	232
ENSG00000214128.10	4	ENST00000458494.1_ENST00000397602.7_ENST00000442682.6_ENST00000413208.1	NA
ENSG00000122778.9	2	ENST00000422774.1_ENST00000440172.5	6144
ENSG00000105939.12	3	ENST00000460845.5,ENST00000471652.1_ENST00000464606.5_ENST00000242351.9	NA
ENSG00000105948.13	4	ENST00000474035.6_ENST00000495038.5_ENST00000343187.8,ENST00000478836.6_ENST00000430935.5,ENST00000464848.5	NA
ENSG00000157741.14	2	ENST00000483726.1_ENST00000473989.7	30522
ENSG00000146963.17	2	ENST00000541170.7_ENST00000354926.8,ENST00000263545.7,ENST00000619796.4	946
ENSG00000188883.4	2	ENST00000393039.2_ENST00000340940.4	648
ENSG00000064393.15	3	ENST00000342645.7_ENST00000428878.6_ENST00000406875.7	NA
ENSG00000059377.16	3	ENST00000455353.5_ENST00000458722.5,ENST00000425687.5,ENST00000336425.9,ENST00000448866.5_ENST00000416849.6,ENST00000411653.5	NA
ENSG00000059378.12	3	ENST00000484111.1_ENST00000489809.5_ENST00000263549.7	NA
ENSG00000157800.17	5	ENST00000492027.5_ENST00000485538.1_ENST00000498469.5,ENST00000491357.5_ENST00000469636.1_ENST00000340308.7,ENST00000447932.6,ENST00000326232.13	NA
ENSG00000133606.10	4	ENST00000480552.5,ENST00000443720.6_ENST00000463142.1_ENST00000474576.5_ENST00000255977.6	NA
ENSG00000146966.12	3	ENST00000492720.5_ENST00000496613.5_ENST00000537639.5,ENST00000275884.10	NA
ENSG00000133597.10	4	ENST00000473512.1_ENST00000072869.8_ENST00000476491.5_ENST00000483369.5	NA
ENSG00000090266.12	4	ENST00000465506.5_ENST00000464566.5_ENST00000461457.1_ENST00000476279.5	NA
ENSG00000157764.13	5	ENST00000469930.2_ENST00000288602.11_ENST00000646891.1_ENST00000644969.1_ENST00000496384.7	NA
ENSG00000090263.15	3	ENST00000496958.5,ENST00000467334.1,ENST00000469351.1_ENST00000393008.7_ENST00000324787.9	NA
ENSG00000006530.15	4	ENST00000492693.5_ENST00000473247.5_ENST00000629555.2_ENST00000355413.8	NA
ENSG00000257093.6	2	ENST00000482493.1_ENST00000536163.5	5202
ENSG00000106028.10	3	ENST00000265304.10,ENST00000481508.1,ENST00000484178.5_ENST00000612337.4_ENST00000465582.5	NA
ENSG00000165076.13	2	ENST00000438520.1_ENST00000350549.7	43
ENSG00000258227.6	4	ENST00000438351.1_ENST00000439991.1_ENST00000551012.6_ENST00000546910.5	NA
ENSG00000257743.8	2	ENST00000550469.6_ENST00000477922.3	78341
ENSG00000204983.13	2	ENST00000486171.5_ENST00000492062.1,ENST00000311737.11,ENST00000619214.4	56
ENSG00000165125.19	2	ENST00000638686.1_ENST00000359396.7	504
ENSG00000127412.6	3	ENST00000442623.1_ENST00000439304.5_ENST00000265310.5	NA
ENSG00000197448.13	3	ENST00000409500.7_ENST00000443571.6_ENST00000479303.1,ENST00000358406.9	NA
ENSG00000178826.10	2	ENST00000409102.5,ENST00000409244.5_ENST00000409541.5,ENST00000359333.7,ENST00000410004.1	752
ENSG00000159784.17	2	ENST00000409222.7_ENST00000409408.5,ENST00000409578.5,ENST00000409346.5,ENST00000443739.6	422
ENSG00000170379.20	4	ENST00000357344.9,ENST00000518791.6,ENST00000444908.7,ENST00000643242.1_ENST00000425618.3_ENST00000411935.5_ENST00000441159.7	NA
ENSG00000198420.9	2	ENST00000355951.2_ENST00000479870.5	2321
ENSG00000050327.14	2	ENST00000471847.2_ENST00000474817.5,ENST00000056217.9	576
ENSG00000174469.20	2	ENST00000628930.2_ENST00000361727.7,ENST00000463592.3	5058
ENSG00000055130.15	2	ENST00000617797.1_ENST00000602748.5,ENST00000325222.8	329
ENSG00000106462.10	3	ENST00000483967.5_ENST00000476773.5_ENST00000478654.5,ENST00000460911.5,ENST00000350995.6,ENST00000320356.6	NA
ENSG00000197362.14	2	ENST00000491431.1_ENST00000316286.13	320
ENSG00000197024.8	4	ENST00000483892.5_ENST00000491174.1_ENST00000475153.5_ENST00000426851.6	NA
ENSG00000170265.11	2	ENST00000479907.1_ENST00000610704.4	1585
ENSG00000181220.16	3	ENST00000461958.2_ENST00000458143.6,ENST00000340622.7_ENST00000644635.1	NA
ENSG00000133619.17	2	ENST00000467333.1_ENST00000485033.6,ENST00000496259.5,ENST00000319551.12	12535
ENSG00000181444.12	2	ENST00000302017.3_ENST00000484747.5	181
ENSG00000171130.17	4	ENST00000464662.5_ENST00000606024.5_ENST00000611515.4_ENST00000421974.6,ENST00000479613.5,ENST00000456496.6,ENST00000425642.2,ENST00000615196.4	NA
ENSG00000106526.10	3	ENST00000539352.5_ENST00000252071.8_ENST00000478393.5	NA
ENSG00000127399.14	3	ENST00000493307.1_ENST00000323078.7_ENST00000359623.8	NA
ENSG00000106538.9	3	ENST00000482669.1_ENST00000466675.5_ENST00000223271.7	NA
ENSG00000214022.11	5	ENST00000518514.1_ENST00000482680.1_ENST00000466559.1_ENST00000489432.6_ENST00000479668.5,ENST00000397281.6,ENST00000444957.3	NA
ENSG00000284691.1	3	ENST00000642087.1_ENST00000498682.3_ENST00000641717.1	NA
ENSG00000133574.9	2	ENST00000461940.5_ENST00000255945.3	441
ENSG00000133561.15	2	ENST00000493969.2_ENST00000328902.9,ENST00000618759.4	2298
ENSG00000106560.10	2	ENST00000474605.1_ENST00000223293.9	3939
ENSG00000196329.11	2	ENST00000498181.6_ENST00000358647.4	417
ENSG00000002933.7	2	ENST00000461345.5_ENST00000484928.5,ENST00000475536.5,ENST00000004103.7	184
ENSG00000002726.20	2	ENST00000416793.6_ENST00000360937.8,ENST00000467291.5,ENST00000493429.5	215
ENSG00000055118.14	2	ENST00000430723.4_ENST00000330883.8,ENST00000262186.9	4938
ENSG00000164867.10	4	ENST00000467517.1,ENST00000484524.5_ENST00000475017.1_ENST00000461406.5_ENST00000297494.7	NA
ENSG00000181652.19	2	ENST00000469530.4_ENST00000639579.1	2935
ENSG00000197150.12	4	ENST00000477719.5_ENST00000477092.5,ENST00000491920.1_ENST00000297504.10,ENST00000498578.5_ENST00000358849.8,ENST00000542328.5	NA
ENSG00000164896.19	2	ENST00000353841.6,ENST00000297532.10,ENST00000482571.2_ENST00000540185.5	33
ENSG00000164897.12	2	ENST00000476627.5,ENST00000482202.5_ENST00000462940.1,ENST00000392818.7,ENST00000297533.8	404
ENSG00000133612.18	2	ENST00000473312.5,ENST00000479901.5,ENST00000335367.7_ENST00000397238.6,ENST00000463381.5,ENST00000461065.1,ENST00000622464.4	20798
ENSG00000013374.16	3	ENST00000480714.1_ENST00000460712.1_ENST00000470229.6,ENST00000413040.6,ENST00000568733.5	NA
ENSG00000127377.9	3	ENST00000478106.2_ENST00000491928.1_ENST00000337323.2,ENST00000644350.1	NA
ENSG00000106615.9	2	ENST00000472642.5_ENST00000262187.9	862
ENSG00000106617.13	3	ENST00000392801.6_ENST00000492843.5_ENST00000418337.6,ENST00000287878.8	NA
ENSG00000178234.12	3	ENST00000422997.6,ENST00000415421.5_ENST00000434507.5_ENST00000430044.6	NA
ENSG00000055609.17	2	ENST00000424877.5_ENST00000360104.7,ENST00000262189.10,ENST00000355193.6	604
ENSG00000133627.17	2	ENST00000377776.7,ENST00000397282.2_ENST00000256001.12	429
ENSG00000130226.16	5	ENST00000619756.4_ENST00000406326.5_ENST00000427557.1_ENST00000332007.7,ENST00000377770.7_ENST00000404039.5	NA
ENSG00000186480.12	3	ENST00000342407.5_ENST00000476756.1_ENST00000344756.8,ENST00000340368.8	NA
ENSG00000146910.12	2	ENST00000636446.1,ENST00000636372.1_ENST00000321736.5	882
